Filename,Sequence #,Rotor,Actuation duration (s),Voltage (V),Phase diff (deg),Freq (Hz),Avg velocity (mm/s),Avg velocity (rpm),Avg velocity (rad/s),Average max torque (mN.m),Pmech (mW)
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_170deg_2.5V_18_2_rot.csv,2,PMMA-2mm,1.2sec,2.5,170,70,2.0537715928207394,0.6537358019582722,0.06845905309402464,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_320deg_2.5V_33_2_rot.csv,2,PMMA-2mm,1.2sec,2.5,320,70,-1.7972247896605746,-0.5720744182435447,-0.05990749298868582,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_20deg_2.5V_3_2_rot.csv,2,PMMA-2mm,1.2sec,2.5,20,70,2.8239365155211784,0.8988869108457969,0.09413121718403929,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_10deg_2.5V_2_5_rot.csv,5,PMMA-2mm,1.2sec,2.5,10,70,2.7492215081718663,0.8751043853602163,0.09164071693906221,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_160deg_2.5V_17_5_rot.csv,5,PMMA-2mm,1.2sec,2.5,160,70,8.653287968176999,2.7544271082659857,0.2884429322725666,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_310deg_2.5V_32_5_rot.csv,5,PMMA-2mm,1.2sec,2.5,310,70,-3.3399784076916768,-1.063148146808656,-0.11133261358972256,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_160deg_2.5V_17_4_rot.csv,4,PMMA-2mm,1.2sec,2.5,160,70,6.038525243939356,1.9221222831162832,0.20128417479797853,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_10deg_2.5V_2_4_rot.csv,4,PMMA-2mm,1.2sec,2.5,10,70,3.927983071160153,1.250315844312845,0.13093276903867176,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_310deg_2.5V_32_4_rot.csv,4,PMMA-2mm,1.2sec,2.5,310,70,-3.8504285624538213,-1.2256294774734928,-0.1283476187484607,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_310deg_2.5V_32_3_rot.csv,3,PMMA-2mm,1.2sec,2.5,310,70,-2.2290276457739346,-0.7095215362268241,-0.07430092152579783,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_10deg_2.5V_2_3_rot.csv,3,PMMA-2mm,1.2sec,2.5,10,70,2.905886082446721,0.9249722681666773,0.09686286941489071,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_160deg_2.5V_17_3_rot.csv,3,PMMA-2mm,1.2sec,2.5,160,70,5.920740228052897,1.8846301481153087,0.19735800760176322,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_310deg_2.5V_32_2_rot.csv,2,PMMA-2mm,1.2sec,2.5,310,70,-3.1980150826671174,-1.0179598169778161,-0.10660050275557058,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_160deg_2.5V_17_2_rot.csv,2,PMMA-2mm,1.2sec,2.5,160,70,6.0593580243275955,1.928753563070556,0.20197860081091984,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_10deg_2.5V_2_2_rot.csv,2,PMMA-2mm,1.2sec,2.5,10,70,2.4459485766294047,0.7785696130383106,0.08153161922098015,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_300deg_2.5V_31_5_rot.csv,5,PMMA-2mm,1.2sec,2.5,300,70,-4.803845549822898,-1.5291115302086362,-0.16012818499409662,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_150deg_2.5V_16_5_rot.csv,5,PMMA-2mm,1.2sec,2.5,150,70,11.486323390934135,3.6562102912384575,0.3828774463644712,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_10deg_2.5V_2_1_rot.csv,1,PMMA-2mm,1.2sec,2.5,10,70,2.7006794266815106,0.8596529609258968,0.09002264755605036,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_300deg_2.5V_31_4_rot.csv,4,PMMA-2mm,1.2sec,2.5,300,70,-5.791018599190129,-1.8433384711964251,-0.19303395330633763,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_150deg_2.5V_16_4_rot.csv,4,PMMA-2mm,1.2sec,2.5,150,70,9.02872725821829,2.8739331459479525,0.30095757527394296,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_20deg_2.5V_3_1_rot.csv,1,PMMA-2mm,1.2sec,2.5,20,70,2.899595116058037,0.9229697913715091,0.09665317053526791,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_300deg_2.5V_31_3_rot.csv,3,PMMA-2mm,1.2sec,2.5,300,70,-3.4252515915468322,-1.0902914442561202,-0.11417505305156107,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_150deg_2.5V_16_3_rot.csv,3,PMMA-2mm,1.2sec,2.5,150,70,11.721760263974737,3.7311521754994788,0.3907253421324912,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_30deg_2.5V_4_1_rot.csv,1,PMMA-2mm,1.2sec,2.5,30,70,4.772350029196159,1.5190861946226395,0.15907833430653862,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_300deg_2.5V_31_2_rot.csv,2,PMMA-2mm,1.2sec,2.5,300,70,-4.573907132653525,-1.4559198588101718,-0.15246357108845082,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_150deg_2.5V_16_2_rot.csv,2,PMMA-2mm,1.2sec,2.5,150,70,8.204055519826209,2.6114319787613804,0.2734685173275403,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_40deg_2.5V_5_1_rot.csv,1,PMMA-2mm,1.2sec,2.5,40,70,5.811339157478736,1.8498067057924625,0.1937113052492912,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_290deg_2.5V_30_5_rot.csv,5,PMMA-2mm,1.2sec,2.5,290,70,-6.580129042877517,-2.094520126712998,-0.2193376347625839,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_140deg_2.5V_15_5_rot.csv,5,PMMA-2mm,1.2sec,2.5,140,70,13.83657920658535,4.404319952421188,0.46121930688617835,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_50deg_2.5V_6_1_rot.csv,1,PMMA-2mm,1.2sec,2.5,50,70,8.167241731207703,2.59971378589623,0.27224139104025674,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_290deg_2.5V_30_4_rot.csv,4,PMMA-2mm,1.2sec,2.5,290,70,-6.944811752242992,-2.2106022384243187,-0.2314937250747664,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-2mm_1.2sec_70Hz_140deg_2.5V_15_4_rot.csv,4,PMMA-2mm,1.2sec,2.5,140,70,11.092553551873463,3.530869458584445,0.36975178506244877,0.0,0.0
