Time (s),R_coordinates (px),Delta_x (px),Delta_y (px),Delta_x (mm),Delta_y (mm)
0.004500000000000002,"[(39.055534, 70.26296), (65.19312, 67.895996), (91.76496, 65.35195), (118.183395, 63.02709), (144.90825, 60.839413), (171.28427, 58.33306)]",-0.0036067962646484375,-0.003154754638671875,-0.00020868337085396172,-0.00018252897693942503
0.0047500000000000025,"[(39.100693, 70.28221), (65.19251, 67.893875), (91.76878, 65.35672), (118.19812, 63.060677), (144.87831, 60.785213), (171.28291, 58.3348)]",0.005299886067708333,-0.0005041758219401041,0.00030664279559996913,-2.9170793775284973e-05
0.005000000000000003,"[(39.09003, 70.25144), (65.18976, 67.898796), (91.77483, 65.360664), (118.198616, 62.998337), (144.89485, 60.831326), (171.26746, 58.3019)]",-0.0009644826253255209,0.011838912963867188,-5.580339742384276e-05,0.0006849802659389426
0.005250000000000003,"[(39.06622, 70.290146), (65.19324, 67.89625), (91.759445, 65.36388), (118.18522, 63.029453), (144.89648, 60.800266), (171.27643, 58.32793)]",-0.006418863932291667,-0.010909398396809896,-0.0003713850365135903,-0.0006312000635436505
0.005500000000000003,"[(39.06626, 70.29285), (65.19399, 67.90075), (91.77113, 65.3581), (118.18321, 63.032963), (144.89674, 60.83288), (171.26624, 58.30511)]",9.091695149739583e-05,-0.0024547576904296875,5.260307074231716e-06,-0.00014202829100425635
0.005750000000000003,"[(39.056698, 70.256935), (65.19389, 67.898285), (91.75695, 65.37088), (118.19753, 62.99852), (144.90802, 60.834515), (171.28174, 58.333996)]",0.002875645955403646,0.004919687906901042,0.0001663802020751752,0.0002846451478350002
0.006000000000000004,"[(39.056698, 70.256935), (65.19357, 67.901), (91.76566, 65.356606), (118.18522, 63.029453), (144.87619, 60.820866), (171.28261, 58.33098)]",-0.0058135986328125,-0.0004514058430989583,-0.00033636536983758616,-2.611760855038125e-05
0.006250000000000004,"[(39.055565, 70.26275), (65.19251, 67.893875), (91.76582, 65.35645), (118.1842, 63.067875), (144.89188, 60.835804), (171.23553, 58.35884)]",-0.0057404836018880205,-0.013292948404947916,-0.0003321350529597075,-0.0007691083937624946
0.006500000000000004,"[(39.05386, 70.25311), (65.18976, 67.898796), (91.76713, 65.35398), (118.18198, 63.006725), (144.83336, 60.808468), (171.22754, 58.32012)]",-0.011981328328450521,0.022398630777994793,-0.0006932201875097672,0.0012959483791970866
0.006750000000000004,"[(39.05386, 70.25311), (65.18994, 67.89167), (91.764435, 65.34965), (118.14808, 63.01325), (144.83502, 60.774166), (171.23576, 58.326675)]",-0.004419962565104167,0.0054473876953125,-0.0002557318516088035,0.0003151770000840374
0.0070000000000000045,"[(39.05521, 70.25723), (65.16543, 67.86778), (91.75592, 65.33401), (118.15716, 62.98103), (144.83527, 60.765934), (171.23541, 58.32063)]",-0.0037841796875,0.013650894165039062,-0.0002189464874533369,0.0007898185537820223
0.007250000000000005,"[(39.031918, 70.2113), (65.16218, 67.86541), (91.683655, 65.290535), (118.15705, 62.976704), (144.79616, 60.747425), (171.2573, 58.298294)]",-0.019357045491536457,0.02282396952311198,-0.0011199671970773344,0.0013205577878170937
0.007500000000000005,"[(39.027023, 70.19972), (65.134834, 67.84044), (91.68387, 65.284225), (118.127945, 62.952564), (144.75954, 60.73928), (171.22647, 58.256912)]",-0.021429061889648438,0.01942125956217448,-0.00123985069886,0.0011236825188570367
0.007750000000000005,"[(39.02643, 70.16362), (65.11965, 67.80091), (91.66379, 65.250694), (118.14452, 62.92198), (144.74799, 60.683887), (171.21512, 58.2187)]",-0.007030487060546875,0.03889147440592448,-0.00040677255683114913,0.0022501975107540443
0.008000000000000005,"[(38.990196, 70.14606), (65.05275, 67.74351), (91.67753, 65.15983), (118.11267, 62.92611), (144.73972, 60.647625), (171.21086, 58.213734)]",-0.022295633951822918,0.03382237752278646,-0.001289989150203901,0.0019569078023425096
0.008250000000000006,"[(38.914707, 70.10329), (65.04127, 67.72918), (91.64346, 65.12851), (118.10637, 62.85022), (144.71815, 60.577126), (171.19118, 58.175182)]",-0.028097152709960938,0.04555956522623698,-0.0016256555981225332,0.0026360024100165773
0.008500000000000006,"[(38.87244, 70.00135), (65.02946, 67.60628), (91.50057, 65.09865), (118.06756, 62.8558), (144.70609, 60.53579), (171.1362, 58.13536)]",-0.050470987955729164,0.05504608154296875,-0.0029201693481175563,0.003184876828580294
0.008750000000000006,"[(38.851795, 69.87867), (65.01825, 67.400406), (91.41572, 64.99081), (118.05178, 62.74178), (144.70586, 60.46201), (171.16661, 58.072243)]",-0.017050425211588543,0.11455217997233073,-0.000986509895921302,0.006627802986711186
0.009000000000000006,"[(38.820583, 69.84285), (65.02111, 67.35756), (91.41346, 64.98085), (117.963936, 62.594715), (144.64418, 60.353218), (171.12555, 58.00478)]",-0.036865234375,0.06865692138671875,-0.0021329625551905723,0.003972377904420522
0.009250000000000006,"[(38.806725, 69.793884), (64.97922, 67.32261), (91.37883, 64.9554), (117.95114, 62.489243), (144.58884, 60.267796), (171.08278, 57.942383)]",-0.03354835510253906,0.06044324239095052,-0.0019410533103915034,0.0034971477848960496
0.009500000000000007,"[(38.74507, 69.69398), (64.95487, 67.240555), (91.328186, 64.91956), (117.950294, 62.43347), (144.52037, 60.18709), (171.03702, 57.800213)]",-0.04195276896158854,0.08274014790852864,-0.0024273190391626157,0.004787210505828261
0.009750000000000007,"[(38.72322, 69.52725), (64.97292, 67.12411), (91.20441, 64.73198), (117.917694, 62.270645), (144.44313, 60.052372), (171.0142, 57.70672)]",-0.04337183634440104,0.1436328887939453,-0.002509423971957617,0.008310365543182225
0.010000000000000007,"[(38.69831, 69.343445), (64.854164, 66.999664), (91.17074, 64.567474), (117.88826, 62.215157), (144.37627, 59.940655), (171.01517, 57.628254)]",-0.045445760091145836,0.11973762512207031,-0.002629417829832749,0.006927824416763171
0.010250000000000007,"[(38.61024, 69.230125), (64.84276, 66.85957), (91.16024, 64.390594), (117.87355, 62.109535), (144.30318, 59.91083), (170.95282, 57.444412)]",-0.04335339864095052,0.12492942810058594,-0.0025083571963971088,0.007228213700456711
0.010500000000000008,"[(38.58305, 69.15196), (64.835175, 66.76169), (91.13832, 64.29755), (117.75678, 61.957966), (144.27899, 59.746243), (170.95912, 57.30849)]",-0.031890869140625,0.12019602457682292,-0.001845153866038202,0.006954346664319262
0.010750000000000008,"[(38.538857, 69.04321), (64.8082, 66.68108), (91.10412, 64.26694), (117.75365, 61.9018), (144.29002, 59.653667), (170.8949, 57.223858)]",-0.02695020039876302,0.07555643717447917,-0.0015592948011860716,0.004371572676235645
0.011000000000000008,"[(38.532696, 68.95153), (64.75981, 66.41315), (91.120514, 64.09031), (117.72478, 61.811214), (144.25642, 59.476364), (170.84972, 57.090042)]",-0.024300257364908855,0.15632502237955728,-0.0014059734033860872,0.009044711767817805
0.011250000000000008,"[(38.56896, 68.82523), (64.711044, 66.29392), (91.12744, 63.953854), (117.79441, 61.57717), (144.16516, 59.31695), (170.78793, 56.95622)]",-0.01483154296875,0.15154266357421875,-0.0008581289750187236,0.008768012258640386
0.011500000000000008,"[(38.48117, 68.575554), (64.66203, 66.18697), (91.06078, 63.8206), (117.76566, 61.474194), (144.17108, 59.1978), (170.80502, 56.9108)]",-0.0348656972249349,0.1262385050455729,-0.0020172725849216303,0.007303954765252816
0.011750000000000009,"[(38.478607, 68.53597), (64.6799, 66.14188), (91.07485, 63.76075), (117.736534, 61.359962), (144.21288, 59.10648), (170.76228, 56.77476)]",-0.00011698404947916667,0.08101971944173177,-6.7685070046058455e-06,0.004687669310423568
0.012000000000000009,"[(38.444473, 68.38827), (64.62226, 66.02075), (91.03648, 63.601894), (117.65162, 61.18032), (144.1705, 58.973385), (170.85352, 56.670734)]",-0.027699788411458332,0.14074134826660156,-0.0016026647455253667,0.008143065707003164
0.01225000000000001,"[(38.45016, 68.34416), (64.62068, 65.91432), (91.05724, 63.465816), (117.62463, 61.10738), (144.21727, 58.906), (170.86201, 56.480473)]",0.008858362833658854,0.10286712646484375,0.0005125304787781154,0.005951724778897866
0.01250000000000001,"[(38.444736, 68.28606), (64.6649, 65.847984), (91.0666, 63.34676), (117.671295, 61.049076), (144.16855, 58.846497), (170.84547, 56.39117)]",0.004924774169921875,0.07510121663411458,0.0002849394307482439,0.0043452343555003305
0.01275000000000001,"[(38.44604, 68.173004), (64.68829, 65.792625), (91.0614, 63.271507), (117.71823, 60.98118), (144.15773, 58.69557), (170.82745, 56.29483)]",0.006266276041666667,0.09313774108886719,0.0003625565491162783,0.005388798351226761
0.01300000000000001,"[(38.502483, 68.116486), (64.720764, 65.73637), (91.06223, 63.267056), (117.7303, 60.939877), (144.15454, 58.68278), (170.8549, 56.20699)]",0.021012624104817707,0.043193817138671875,0.0012157562853381695,0.0024991240699940866
0.01325000000000001,"[(38.513023, 68.06453), (64.70636, 65.701004), (91.05089, 63.22622), (117.71699, 60.89977), (144.18903, 58.67149), (170.8579, 56.197876)]",0.0014921824137369792,0.031444549560546875,8.633524967287999e-05,0.0018193305404010647
0.01350000000000001,"[(38.535454, 68.04303), (64.80505, 65.67972), (91.07116, 63.20226), (117.73215, 60.866528), (144.24615, 58.60864), (170.83963, 56.16624)]",0.03256988525390625,0.032412211100260414,0.0018844406349562404,0.0018753178646456845
0.01375000000000001,"[(38.56328, 67.9709), (64.83641, 65.61863), (91.11614, 63.17107), (117.73851, 60.824932), (144.29721, 58.54049), (170.85225, 56.087208)]",0.029033660888671875,0.05886395772298177,0.0016798404395235356,0.0034057729403338707
0.01400000000000001,"[(38.63671, 67.961945), (64.881065, 65.602776), (91.18324, 63.08544), (117.74128, 60.827545), (144.33005, 58.496193), (170.91924, 56.10052)]",0.047963460286458336,0.023134867350260418,0.002775087871888397,0.0013385458308891169
0.014250000000000011,"[(38.657505, 67.995575), (64.87891, 65.56945), (91.26541, 63.053253), (117.88692, 60.673042), (144.36671, 58.511894), (170.98532, 56.101204)]",0.05819892883300781,0.028333663940429688,0.0033672954494272525,0.0016393397535883667
0.014500000000000011,"[(38.73237, 67.984604), (64.91454, 65.555336), (91.297775, 63.075993), (117.90706, 60.695187), (144.46368, 58.53459), (171.02052, 56.128994)]",0.04919624328613281,-0.011714299519856771,0.002846414692985846,-0.0006777703345644712
0.014750000000000011,"[(38.761215, 67.994286), (64.96945, 65.63654), (91.380455, 63.080185), (117.96552, 60.74323), (144.58424, 58.535168), (171.07837, 56.129562)]",0.06721750895182292,-0.02404467264811198,0.003889095839972546,-0.0013911856869955896
0.015000000000000012,"[(38.810284, 68.04937), (64.998764, 65.67184), (91.398994, 63.111416), (118.01823, 60.806854), (144.6026, 58.53916), (171.12527, 56.124947)]",0.03581428527832031,-0.030768712361653645,0.002072156348241586,-0.0017802276983038036
0.015250000000000012,"[(38.89899, 68.0719), (65.0046, 65.71066), (91.47627, 63.110035), (118.08078, 60.858055), (144.70674, 58.54379), (171.16634, 56.115757)]",0.063262939453125,-0.01776885986328125,0.0036602908749255435,-0.0010280773574169791
0.015500000000000012,"[(38.986942, 68.1435), (65.07593, 65.72175), (91.6849, 63.180973), (118.13981, 60.873924), (144.75099, 58.556427), (171.24068, 56.15064)]",0.09092076619466145,-0.03616905212402344,0.005260527786416649,-0.0020926825814403366
0.01575000000000001,"[(39.070084, 68.15458), (65.1577, 65.81995), (91.729195, 63.196877), (118.21231, 60.909744), (144.84088, 58.591614), (171.2332, 56.184193)]",0.06068738301595052,-0.03829002380371094,0.003511273364731749,-0.002215398556262973
0.01600000000000001,"[(39.09047, 68.17294), (65.20487, 65.875465), (91.7834, 63.24613), (118.25191, 60.93852), (144.89299, 58.691055), (171.27083, 56.255657)]",0.041849772135416664,-0.0538031260172526,0.00242135981016943,-0.0031129614416563565
0.01625000000000001,"[(39.129364, 68.245285), (65.27989, 65.93232), (91.872505, 63.320835), (118.28736, 61.025894), (144.99709, 58.818214), (171.41626, 56.28827)]",0.08133316040039062,-0.07517433166503906,0.004705804494952214,-0.0043494646723782095
0.01650000000000001,"[(39.217503, 68.35047), (65.38445, 65.95931), (91.94685, 63.38252), (118.391495, 61.075752), (145.05205, 58.857967), (171.54639, 56.38234)]",0.09271176656087239,-0.06292406717936198,0.005364152157242599,-0.0036406842758306803
0.01675000000000001,"[(39.30781, 68.38567), (65.42981, 66.00313), (91.945984, 63.547585), (118.4971, 61.0864), (145.08408, 58.898907), (171.6083, 56.453125)]",0.05572509765625,-0.061075846354166664,0.003224163597498332,-0.0035337492222307387
0.01700000000000001,"[(39.41286, 68.43158), (65.58485, 66.04214), (91.99418, 63.61507), (118.56028, 61.145607), (145.1569, 58.921192), (171.72174, 56.51918)]",0.09295399983723958,-0.049991607666015625,0.005378167380985831,-0.002892433183544335
0.017250000000000012,"[(39.468124, 68.48062), (65.59061, 66.05272), (92.01073, 63.68972), (118.67215, 61.21124), (145.14503, 58.989136), (171.83727, 56.63189)]",0.04884910583496094,-0.06342633565266927,0.0028263298841569614,-0.0036697447135134982
0.017500000000000012,"[(39.475834, 68.57946), (65.7319, 66.17236), (92.07727, 63.76608), (118.77188, 61.28152), (145.22102, 59.02667), (171.83546, 56.70702)]",0.06491152445475261,-0.07963116963704427,0.0037556753241806684,-0.00460733007510803
0.017750000000000012,"[(39.57291, 68.76861), (65.803276, 66.23562), (92.12314, 63.83099), (118.85318, 61.39214), (145.2571, 59.091663), (171.87634, 56.732273)]",0.06209437052408854,-0.0863634745279948,0.003592679375607796,-0.0049968502961502655
0.018000000000000013,"[(39.618286, 68.82768), (65.923035, 66.30006), (92.22201, 63.952724), (118.878296, 61.486942), (145.37094, 59.153255), (171.91675, 56.89091)]",0.07389513651529948,-0.09337997436523438,0.004275452519697411,-0.005402813574969994
0.018250000000000013,"[(39.690296, 68.8672), (65.92434, 66.363), (92.279854, 64.00711), (118.884224, 61.530167), (145.42473, 59.28334), (171.91908, 56.90353)]",0.03220176696777344,-0.0571295420328776,0.0018631419091102253,-0.0033054224669177576
0.018500000000000013,"[(39.69263, 68.94201), (65.90308, 66.50455), (92.27841, 64.03536), (118.905075, 61.62052), (145.40526, 59.37777), (171.91191, 56.964172)]",-0.004358927408854167,-0.08167203267415364,-0.00025220045664987867,-0.004725411094047077
0.018750000000000013,"[(39.72863, 69.082596), (65.91074, 66.70884), (92.28912, 64.09231), (118.9393, 61.70915), (145.51196, 59.452778), (172.00003, 57.098537)]",0.04723676045735677,-0.11663754781087239,0.002733042200658698,-0.006748458981141116
0.019000000000000013,"[(39.742336, 69.17391), (65.94674, 66.7406), (92.355606, 64.21244), (118.95346, 61.921925), (145.52888, 59.552677), (172.04938, 57.149708)]",0.03276888529459635,-0.10117594401041667,0.0018959544539369013,-0.005853875710244325
0.019250000000000014,"[(39.81174, 69.26826), (65.96057, 66.79273), (92.294205, 64.31896), (118.94827, 62.000877), (145.5334, 59.691513), (172.04633, 57.210052)]",0.0030186971028645835,-0.08852195739746094,0.00017465690901015518,-0.005121736607458074
0.019500000000000014,"[(39.82389, 69.33532), (66.02484, 66.95998), (92.30172, 64.410446), (118.98618, 62.073124), (145.53612, 59.801025), (172.02834, 57.286804)]",0.017761866251627605,-0.09738349914550781,0.0010276727184112691,-0.0056344510130569665
0.019750000000000014,"[(39.91947, 69.544586), (66.00955, 67.0683), (92.40887, 64.635765), (118.979996, 62.20344), (145.52011, 59.873795), (172.07547, 57.43045)]",0.035396575927734375,-0.14827346801757812,0.0020479883639914448,-0.008578861916152977
0.020000000000000014,"[(39.84551, 69.750374), (66.016, 67.19742), (92.45115, 64.86386), (119.000916, 62.30705), (145.55687, 60.037247), (172.06177, 57.588142)]",0.003123601277669271,-0.16462580362955728,0.00018072649409580716,-0.009524981482231576
0.020250000000000015,"[(39.82108, 69.84428), (66.024734, 67.349655), (92.48082, 64.953766), (118.973335, 62.454403), (145.62447, 60.125572), (172.08289, 57.742565)]",0.012518564860026041,-0.12102444966634114,0.0007243038202211364,-0.0070022779938138345
0.020500000000000015,"[(39.8385, 69.930275), (66.018555, 67.40434), (92.41849, 64.98648), (119.0012, 62.61397), (145.70866, 60.339264), (172.10385, 57.96885)]",0.013655980428059896,-0.12882423400878906,0.0007901128366952661,-0.007453560841273099
0.020750000000000015,"[(39.87363, 70.13452), (66.00135, 67.71253), (92.465355, 65.10229), (119.048164, 62.829845), (145.659, 60.508965), (172.14513, 58.093628)]",0.017227808634440105,-0.18976593017578125,0.0009967730125206773,-0.010979548351667034
0.021000000000000015,"[(39.892006, 70.30169), (66.08569, 67.85467), (92.45762, 65.30143), (119.01522, 63.049488), (145.63495, 60.666153), (172.12492, 58.182884)]",0.002964655558268229,-0.16242218017578125,0.0001715301530569405,-0.009397483410068729
0.021250000000000015,"[(39.934692, 70.47258), (66.09411, 67.978836), (92.54555, 65.572044), (119.0146, 63.11399), (145.64395, 60.82802), (172.09023, 58.34204)]",0.018786112467447918,-0.15853309631347656,0.0010869339400657258,-0.00917246733752974
0.021500000000000016,"[(39.945988, 70.58574), (66.100494, 68.13388), (92.55219, 65.79085), (118.98335, 63.21665), (145.63185, 60.982418), (172.13919, 58.536076)]",0.0049902598063151045,-0.15634981791178384,0.00028872832325625697,-0.009046146397019866
0.021750000000000016,"[(39.898502, 70.728264), (66.08312, 68.231636), (92.490776, 65.87506), (119.019424, 63.3588), (145.65286, 61.10423), (172.1044, 58.68148)]",-0.017330169677734375,-0.12231000264485677,-0.0010026954561497073,-0.007076658000136188
0.022000000000000016,"[(39.83115, 70.84806), (66.02949, 68.348), (92.48018, 65.95152), (119.03793, 63.457256), (145.67845, 61.125256), (172.09192, 58.734596)]",-0.016661326090494793,-0.0808703104654948,-0.0009639972530581564,-0.004679024749847035
0.022250000000000016,"[(39.824112, 70.84855), (65.991234, 68.34342), (92.44968, 65.97339), (119.005, 63.482918), (145.65932, 61.23587), (172.05724, 58.858093)]",-0.027091344197591145,-0.04625829060872396,-0.001567461152028585,-0.002676429525223435
0.022500000000000017,"[(39.82743, 70.85334), (66.01605, 68.36515), (92.41203, 65.981346), (118.996826, 63.548008), (145.65796, 61.274418), (172.10008, 58.969368)]",0.003968556722005208,-0.04156494140625,0.00022961424305842219,-0.002404879967027781
0.022750000000000017,"[(39.783085, 70.870895), (65.98124, 68.35164), (92.38004, 66.00384), (118.95345, 63.63049), (145.55603, 61.333908), (172.07758, 58.946556)]",-0.0464928944905599,-0.024282455444335938,-0.0026900033245968024,-0.001404943413189734
0.023000000000000017,"[(39.766727, 70.90611), (65.957245, 68.383965), (92.29108, 66.03421), (118.91982, 63.65527), (145.52094, 61.31641), (172.04846, 58.96804)]",-0.037859598795572914,-0.02111371358235677,-0.002190494864729722,-0.0012216051582388885
0.023250000000000017,"[(39.69734, 70.86805), (65.949524, 68.38529), (92.28634, 66.03601), (118.91015, 63.617496), (145.43277, 61.339455), (171.94933, 58.946175)]",-0.04647064208984375,0.011921564737955729,-0.002688715836851361,0.0006897623632791532
0.023500000000000017,"[(39.66212, 70.85041), (65.89646, 68.42801), (92.20185, 66.01607), (118.825676, 63.6091), (145.36937, 61.32215), (171.89227, 58.921036)]",-0.06294886271158855,0.0076173146565755205,-0.0036421189050327434,0.0004407254479466447
0.023750000000000018,"[(39.555424, 70.862236), (65.84542, 68.37786), (92.143906, 66.01328), (118.80215, 63.590534), (145.22705, 61.27987), (171.83258, 58.954308)]",-0.07353719075520833,0.011447270711263021,-0.004254742359677883,0.0006623204816191753
0.024000000000000018,"[(39.527493, 70.767815), (65.694435, 68.24849), (92.067825, 65.86713), (118.74558, 63.47695), (145.13988, 61.181026), (171.80472, 58.90393)]",-0.07109959920247395,0.10545857747395833,-0.004113707273505824,0.006101661923195547
0.024250000000000018,"[(39.392445, 70.61474), (65.576004, 68.16538), (91.99073, 65.788315), (118.62342, 63.374527), (145.09361, 61.057625), (171.72101, 58.763992)]",-0.09711837768554688,0.11345990498860677,-0.005619111516204137,0.006564605731092093
0.02450000000000002,"[(39.3098, 70.528946), (65.43505, 68.091606), (91.93792, 65.72527), (118.4733, 63.18785), (145.01703, 61.013527), (171.64604, 58.576855)]",-0.09634717305501302,0.10675366719563802,-0.005574490869483556,0.006176593709980233
0.02475000000000002,"[(39.22126, 70.378365), (65.28269, 67.96296), (91.88537, 65.59585), (118.305145, 63.14053), (144.96562, 60.892128), (171.50555, 58.42593)]",-0.1089159647623698,0.12138303120930989,-0.0063017007334729746,0.007023024939197518
0.02500000000000002,"[(39.107243, 70.28051), (65.25702, 67.925674), (91.86931, 65.36375), (118.269165, 63.0103), (144.93517, 60.76165), (171.34326, 58.29977)]",-0.06407992045084636,0.1256847381591797,-0.0037075600678653183,0.007271914713073405
0.02525000000000002,"[(39.068348, 70.15477), (65.13614, 67.78747), (91.71646, 65.16519), (118.18466, 62.919796), (144.86658, 60.60685), (171.27542, 58.130917)]",-0.08892567952473958,0.14610989888509116,-0.005145095313696795,0.008453681321931923
0.02550000000000002,"[(38.887215, 70.00725), (65.12003, 67.57994), (91.6591, 65.08395), (118.10726, 62.807022), (144.79726, 60.46108), (171.19551, 58.079075)]",-0.08020464579264323,0.12444686889648438,-0.004640510473576261,0.007200293609062712
0.02575000000000002,"[(38.830334, 69.85359), (65.02491, 67.35919), (91.41878, 64.97898), (118.02781, 62.527992), (144.72054, 60.309444), (171.14029, 57.98991)]",-0.10062090555826823,0.16653315226236978,-0.005821762087336603,0.009635337574697974
0.02600000000000002,"[(38.815178, 69.800735), (64.965324, 67.28892), (91.40107, 64.922005), (117.969, 62.44684), (144.63832, 60.146317), (171.08667, 57.736492)]",-0.04784838358561198,0.11296780904134114,-0.0027684297209762568,0.006536133859235763
0.02625000000000002,"[(38.75806, 69.58662), (64.95163, 67.16093), (91.29479, 64.78023), (117.927536, 62.26731), (144.54803, 60.031727), (171.05467, 57.658684)]",-0.05680656433105469,0.14263534545898438,-0.003286735501926781,0.0082526493068223
0.02650000000000002,"[(38.77224, 69.47505), (64.90473, 67.03205), (91.215195, 64.54073), (117.91465, 62.178528), (144.41957, 59.918087), (170.99628, 57.526)]",-0.05201021830240885,0.13584009806315103,-0.003009226714737941,0.007859487334728672
0.02675000000000002,"[(38.655148, 69.257454), (64.85769, 66.89392), (91.16752, 64.39237), (117.87999, 62.10545), (144.3295, 59.87113), (170.97014, 57.319683)]",-0.06044705708821615,0.13840675354003906,-0.0034973684970809825,0.008007989849824291
0.02700000000000002,"[(38.63358, 69.19195), (64.80272, 66.80244), (91.147415, 64.29848), (117.79462, 61.967834), (144.30734, 59.761005), (170.9678, 57.27319)]",-0.03441747029622396,0.09085337320963542,-0.0019913389031920264,0.00525662853781617
0.02725000000000002,"[(38.617245, 69.15115), (64.866776, 66.72821), (91.14225, 64.28935), (117.75238, 61.936806), (144.34927, 59.621082), (170.92694, 57.17999)]",0.00023142496744791666,0.06471633911132812,1.3389872552589823e-05,0.00374438221738494
0.02750000000000002,"[(38.5715, 69.11087), (64.86752, 66.72565), (91.15409, 64.26607), (117.759605, 61.898922), (144.36143, 59.576126), (170.90465, 57.143627)]",-0.006010691324869792,0.030888875325520832,-0.0003477688327257808,0.0017871801321291867
0.02775000000000002,"[(38.57329, 69.10743), (64.84898, 66.68826), (91.13587, 64.22724), (117.743225, 61.864735), (144.36632, 59.546253), (170.90326, 57.138187)]",-0.007975260416666666,0.024858474731445312,-0.00046143560796617236,0.0014382709531145866
