Filename,Sequence #,Rotor,Actuation duration (s),Voltage (V),Phase diff (deg),Freq (Hz),Avg velocity (mm/s),Avg velocity (rpm),Avg velocity (rad/s),Average max torque (mN.m),Pmech (mW)
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_210deg_2.5V_22_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,210,70,-3.6714036047983942,-1.1686440635781359,-0.12238012015994647,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_60deg_2.5V_7_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,60,70,5.636676991673067,1.7942100116742457,0.1878892330557689,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_300deg_2.5V_31_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,300,70,-3.9086260883265216,-1.24415432531021,-0.13028753627755071,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_200deg_2.5V_21_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,200,70,-3.058188174232202,-0.9734515296684669,-0.10193960580774006,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_50deg_2.5V_6_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,50,70,4.176978256661955,1.3295734734702354,0.13923260855539848,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_290deg_2.5V_30_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,290,70,-6.365479593186282,-2.0261950848123678,-0.2121826531062094,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_190deg_2.5V_20_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,190,70,-2.425130589625873,-0.7719430419646408,-0.08083768632086243,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_40deg_2.5V_5_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,40,70,3.001037389087746,0.9552598697538208,0.10003457963625821,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_280deg_2.5V_29_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,280,70,-7.004676616558315,-2.2296578165709375,-0.23348922055194385,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_180deg_2.5V_19_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,180,70,-0.14707121411845836,-0.04681422142695839,-0.004902373803948612,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_30deg_2.5V_4_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,30,70,1.8229286384794217,0.5802562074355573,0.06076428794931406,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_270deg_2.5V_28_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,270,70,-8.766455683325473,-2.790449510794577,-0.29221518944418245,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_170deg_2.5V_18_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,170,70,2.31961125443505,0.7383551943898607,0.077320375147835,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_20deg_2.5V_3_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,20,70,0.4960902298300376,0.15791042459408985,0.016536340994334587,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_260deg_2.5V_27_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,260,70,-9.498432724723525,-3.023445039531138,-0.31661442415745084,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_160deg_2.5V_17_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,160,70,5.0680909622615795,1.6132234573665818,0.1689363654087193,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_10deg_2.5V_2_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,10,70,0.6481745746688155,0.2063203750900576,0.021605819155627183,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_250deg_2.5V_26_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,250,70,-10.431464376689675,-3.3204382384743574,-0.3477154792229892,-1.402370184680927,0.48762582081436034
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_150deg_2.5V_16_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,150,70,7.069079879105736,2.2501580117422715,0.2356359959701912,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_350deg_2.5V_36_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,350,70,-2.3939450754331326,-0.7620163844913668,-0.07979816918110443,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_240deg_2.5V_25_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,240,70,-9.584446082557523,-3.050823941673564,-0.31948153608525076,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_340deg_2.5V_35_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,340,70,-4.056251752885213,-1.2911450337936938,-0.13520839176284044,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_140deg_2.5V_15_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,140,70,10.059292230804529,3.2019721650768798,0.3353097410268176,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_230deg_2.5V_24_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,230,70,-7.29455949539531,-2.321930402740171,-0.24315198317984368,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_330deg_2.5V_34_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,330,70,-4.782865748957928,-1.5224334521831488,-0.1594288582985976,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_130deg_2.5V_14_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,130,70,11.749693684080984,3.7400436592742223,0.39165645613603284,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_220deg_2.5V_23_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,220,70,-5.154151931576349,-1.6406175147140327,-0.1718050643858783,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_320deg_2.5V_33_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,320,70,-5.428755490245722,-1.7280265422197447,-0.18095851634152407,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_120deg_2.5V_13_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,120,70,12.019924804401406,3.826060896426734,0.4006641601467135,1.8288074754842942,0.7327376112349461
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_210deg_2.5V_22_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,210,70,-3.5133499678651643,-1.1183340283949852,-0.11711166559550548,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_310deg_2.5V_32_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,310,70,-5.828352385126954,-1.855222184348786,-0.19427841283756514,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_110deg_2.5V_12_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,110,70,10.844383348345549,3.4518744293452666,0.3614794449448516,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_200deg_2.5V_21_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,200,70,-2.6180475417345868,-0.8333504150332894,-0.08726825139115289,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_300deg_2.5V_31_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,300,70,-6.062445068304911,-1.9297361996876197,-0.2020815022768304,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_100deg_2.5V_11_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,100,70,10.141857793546615,3.228253599956014,0.3380619264515538,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_190deg_2.5V_20_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,190,70,-2.5923854305032346,-0.8251819113280019,-0.08641284768344115,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_290deg_2.5V_30_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,290,70,-8.181025249594105,-2.604101216065018,-0.27270084165313685,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_90deg_2.5V_10_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,90,70,9.858933468017629,3.1381959900982563,0.3286311156005876,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_180deg_2.5V_19_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,180,70,-0.5139953367410453,-0.1636097971370413,-0.017133177891368177,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_280deg_2.5V_29_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,280,70,-9.08208930622154,-2.8909188133744013,-0.3027363102073847,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_80deg_2.5V_9_4_rot.csv,4,PMMA-3mm,1.2sec,2.5,80,70,8.925767026569725,2.841159886330441,0.2975255675523242,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_0deg_2.5V_1_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,0,70,0.47806379746325606,0.1521724329591198,0.015935459915441867,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_250deg_2.5V_26_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,250,70,-10.735485560591716,-3.417211186919678,-0.35784951868639053,-1.0926512981902754,0.39100474114944983
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_130deg_2.5V_14_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,130,70,11.861834432978227,3.7757391682922687,0.3953944810992743,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_20deg_2.5V_3_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,20,70,0.8651301038114686,0.2753794648783996,0.028837670127048954,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_260deg_2.5V_27_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,260,70,-10.259237142786484,-3.265616607252884,-0.3419745714262161,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_140deg_2.5V_15_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,140,70,11.92151456077391,3.7947359429783467,0.39738381869246364,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_270deg_2.5V_28_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,270,70,-10.188245227478946,-3.2430191787713722,-0.3396081742492982,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_30deg_2.5V_4_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,30,70,2.0826072013644485,0.6629144612318605,0.06942024004548161,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_150deg_2.5V_16_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,150,70,5.791770703329112,1.8435778733793031,0.19305902344430373,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_40deg_2.5V_5_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,40,70,3.3346106923244676,1.0614395499410527,0.11115368974414892,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_280deg_2.5V_29_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,280,70,-8.881216975980985,-2.8269791647980576,-0.29604056586603283,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_160deg_2.5V_17_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,160,70,2.75548056607633,0.8770967053694039,0.09184935220254434,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_50deg_2.5V_6_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,50,70,4.925852842993177,1.56794765781126,0.16419509476643926,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_290deg_2.5V_30_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,290,70,-7.02116507312921,-2.2349062553053654,-0.23403883577097367,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_170deg_2.5V_18_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,170,70,0.21770318687264517,0.0692970766352802,0.007256772895754839,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_60deg_2.5V_7_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,60,70,6.2887939895372575,2.0017852990429117,0.20962646631790857,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_300deg_2.5V_31_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,300,70,-6.723333615798775,-2.140103558020562,-0.22411112052662582,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_180deg_2.5V_19_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,180,70,-0.8598242861726904,-0.27369057066968816,-0.028660809539089678,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_310deg_2.5V_32_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,310,70,-4.499117273810988,-1.4321135073543025,-0.1499705757936996,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_70deg_2.5V_8_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,70,70,7.675847377065903,2.443298104957996,0.2558615792355301,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_190deg_2.5V_20_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,190,70,-2.7411447869912213,-0.8725334851604669,-0.09137149289970738,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_320deg_2.5V_33_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,320,70,-4.058314707917308,-1.2918016927751623,-0.13527715693057693,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_80deg_2.5V_9_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,80,70,8.040466429955785,2.559359954183816,0.2680155476651928,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_200deg_2.5V_21_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,200,70,-3.1797881631771854,-1.0121580083094948,-0.10599293877257285,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_330deg_2.5V_34_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,330,70,-3.588950620773011,-1.142398463617502,-0.11963168735910036,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_90deg_2.5V_10_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,90,70,9.419644829704435,2.9983660736349513,0.3139881609901478,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_210deg_2.5V_22_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,210,70,-4.066929027706533,-1.2945437159268212,-0.1355643009235511,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_340deg_2.5V_35_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,340,70,-0.7926263304252044,-0.2523007970239225,-0.026420877680840147,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_100deg_2.5V_11_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,100,70,9.625376009088242,3.0638523419290675,0.3208458669696081,1.98148560704624,0.6357514674805511
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_220deg_2.5V_23_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,220,70,-6.739746711041455,-2.1453280084991837,-0.22465822370138183,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_350deg_2.5V_36_1_rot.csv,1,PMMA-3mm,1.2sec,2.5,350,70,-0.060426647280991196,-0.019234399218480372,-0.00201422157603304,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_110deg_2.5V_12_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,110,70,9.407611441032325,2.9945357270563266,0.31358704803441084,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_230deg_2.5V_24_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,230,70,-8.031447571476717,-2.556489162367836,-0.2677149190492239,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_10deg_2.5V_2_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,10,70,2.177733856303606,0.6931942159385885,0.07259112854345354,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_120deg_2.5V_13_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,120,70,9.052494471735537,2.8814984849775334,0.3017498157245179,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_240deg_2.5V_25_3_rot.csv,3,PMMA-3mm,1.2sec,2.5,240,70,-7.386281356446549,-2.351126377891956,-0.2462093785482183,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_160deg_2.5V_17_2_rot.csv,2,PMMA-3mm,1.2sec,2.5,160,70,3.0555197901231748,0.9726021566264278,0.10185065967077249,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_130deg_2.5V_14_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,130,70,9.501061809815736,3.0242819033076076,0.3167020603271912,0.0,0.0
/run/media/jb/Ex_SSD/M-SCPA Project/Data/Camera/Data/S17_27-03-2023/s17_PMMA-3mm_1.2sec_70Hz_140deg_2.5V_15_5_rot.csv,5,PMMA-3mm,1.2sec,2.5,140,70,8.301862467250524,2.6425648970639983,0.2767287489083508,0.0,0.0
